id,iso3,country_name,who_region,year,antigen_code,antigen_desc,schedule_round,target_pop,target_pop_desc,geoarea,age_admin,source_comment
1571,COG,,AFRO,2023.0,,MR (Measles and rubella) vaccine,,,,NATIONAL,,
1573,COG,,AFRO,2023.0,,OPV (Oral polio vaccine),,,,NATIONAL,,
1577,COG,,AFRO,2023.0,,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,,,,NATIONAL,,
1580,COG,,AFRO,2023.0,,RV-5 (Rotavirus 5-valent) vaccine,,,,NATIONAL,,
1583,COG,,AFRO,2023.0,,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,,,,NATIONAL,,
1588,COG,,AFRO,2023.0,,Vitamin A supplements,,,,NATIONAL,,
1590,COG,,AFRO,2023.0,,YF (Yellow fever) vaccine,,,,NATIONAL,,
1591,COK,,WPRO,2023.0,,BCG (Baccille Calmette Guérin) vaccine,,,,NATIONAL,,
1592,COK,,WPRO,2023.0,,DTaP (acellular) vaccine,,,,NATIONAL,,
1593,COK,,WPRO,2023.0,,DTaP-Hib-HepB (acellular) vaccine,,,,NATIONAL,,
1596,COK,,WPRO,2023.0,,Pediatric Hepatitis B vaccine,,,,NATIONAL,,
1597,COK,,WPRO,2023.0,,HPV-2 (Human Papilloma Virus 2-valent) vaccine,,,,NATIONAL,,
1599,COK,,WPRO,2023.0,,IPV (Inactivated polio vaccine),,,,NATIONAL,,
1600,COK,,WPRO,2023.0,,"MMR (Measles, mumps and rubella) vaccine",,,,NATIONAL,,
1604,COK,,WPRO,2023.0,,OPV (Oral polio vaccine),,,,NATIONAL,,
1608,COK,,WPRO,2023.0,,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,,,,,,
1611,COK,,WPRO,2023.0,,RV-5 (Rotavirus 5-valent) vaccine,,,,,,
1613,COK,,WPRO,2023.0,,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,,,,NATIONAL,,
1614,COL,,AMRO,2023.0,,BCG (Baccille Calmette Guérin) vaccine,,,,NATIONAL,,
1615,COL,,AMRO,2023.0,,"DT (Tetanus toxoid and diphtheria, children's dose) vaccine",,,,NATIONAL,,
1620,COL,,AMRO,2023.0,,DTwP-Hib-HepB (Whole cell) vaccine,,,,NATIONAL,,
1625,COL,,AMRO,2023.0,,Pediatric Hepatitis A vaccine,,,,NATIONAL,,
1626,COL,,AMRO,2023.0,,Adult Hepatitis B vaccine,,,,NATIONAL,,
1629,COL,,AMRO,2023.0,,Pediatric Hepatitis B vaccine,,,,NATIONAL,,
1630,COL,,AMRO,2023.0,,HPV-4 (Human Papilloma Virus 4-valent) vaccine,,,,NATIONAL,,
1632,COL,,AMRO,2023.0,,Adult seasonal influenza vaccine,,,,NATIONAL,,
1636,COL,,AMRO,2023.0,,Pediatric seasonal influenza vaccine,,,,NATIONAL,,
1639,COL,,AMRO,2023.0,,IPV (Inactivated polio vaccine),,,,NATIONAL,,
1644,COL,,AMRO,2023.0,,Meningococcal ACYW conjugate vaccine,,,,NATIONAL,,
1647,COL,,AMRO,2023.0,,"MMR (Measles, mumps and rubella) vaccine",,,,NATIONAL,,
1649,COL,,AMRO,2023.0,,Mpox (monkeypox) vaccine,,,,SUBNATIONAL,,
1650,COL,,AMRO,2023.0,,MR (Measles and rubella) vaccine,,,,NATIONAL,,
1652,COL,,AMRO,2023.0,,PCV-10 (Pneumococcal conjugate vaccine 10-valent) vaccine,,,,NATIONAL,,
1655,COL,,AMRO,2023.0,,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,,,,NATIONAL,,
1658,COL,,AMRO,2023.0,,Rabies vaccine,,,,NATIONAL,,
1659,COL,,AMRO,2023.0,,RV-1 (Rotavirus 1-valent) vaccine,,,,NATIONAL,,
1661,COL,,AMRO,2023.0,,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,,,,NATIONAL,,
1676,COL,,AMRO,2023.0,,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",,,,NATIONAL,,
1678,COL,,AMRO,2023.0,,Varicella vaccine,,,,NATIONAL,,
1680,COL,,AMRO,2023.0,,YF (Yellow fever) vaccine,,,,NATIONAL,,
1681,COM,,AFRO,2023.0,,BCG (Baccille Calmette Guérin) vaccine,,,,NATIONAL,,
1682,COM,,AFRO,2023.0,,DTwP-Hib-HepB (Whole cell) vaccine,,,,NATIONAL,,
1685,COM,,AFRO,2023.0,,IPV (Inactivated polio vaccine),,,,NATIONAL,,
1686,COM,,AFRO,2023.0,,MR (Measles and rubella) vaccine,,,,NATIONAL,,
1688,COM,,AFRO,2023.0,,OPV (Oral polio vaccine),,,,NATIONAL,,
1692,COM,,AFRO,2023.0,,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,,,,NATIONAL,,
1697,COM,,AFRO,2023.0,,Vitamin A supplements,,,,NATIONAL,,
1703,CPV,,AFRO,2023.0,,BCG (Baccille Calmette Guérin) vaccine,,,,NATIONAL,,
1704,CPV,,AFRO,2023.0,,DTwP-Hib-HepB (Whole cell) vaccine,,,,NATIONAL,,
1708,CPV,,AFRO,2023.0,,Pediatric Hepatitis B vaccine,,,,NATIONAL,,
1713,CPV,,AFRO,2023.0,,HPV-2 (Human Papilloma Virus 2-valent) vaccine,,,,NATIONAL,,
1714,CPV,,AFRO,2023.0,,IPV (Inactivated polio vaccine),,,,NATIONAL,,
1716,CPV,,AFRO,2023.0,,"MMR (Measles, mumps and rubella) vaccine",,,,NATIONAL,,
1718,CPV,,AFRO,2023.0,,OPV (Oral polio vaccine),,,,NATIONAL,,
1723,CPV,,AFRO,2023.0,,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,,,,NATIONAL,,
1733,CPV,,AFRO,2023.0,,YF (Yellow fever) vaccine,,,,NATIONAL,,
1734,CRI,,AMRO,2023.0,,BCG (Baccille Calmette Guérin) vaccine,,,,NATIONAL,,
1735,CRI,,AMRO,2023.0,,DTaP-Hib-IPV (acellular) vaccine,,,,NATIONAL,,
1739,CRI,,AMRO,2023.0,,Adult Hepatitis B vaccine,,,,NATIONAL,,
1742,CRI,,AMRO,2023.0,,Pediatric Hepatitis B vaccine,,,,NATIONAL,,
1745,CRI,,AMRO,2023.0,,HPV-4 (Human Papilloma Virus 4-valent) vaccine,,,,NATIONAL,,
1747,CRI,,AMRO,2023.0,,Adult seasonal influenza vaccine,,,,NATIONAL,,
1751,CRI,,AMRO,2023.0,,Pediatric seasonal influenza vaccine,,,,NATIONAL,,
1752,CRI,,AMRO,2023.0,,"MMR (Measles, mumps and rubella) vaccine",,,,NATIONAL,,
1754,CRI,,AMRO,2023.0,,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,,,,NATIONAL,,
1758,CRI,,AMRO,2023.0,,PPV-23 (Pneumococcal polysaccharide 23 valent) vaccine,,,,NATIONAL,,
1759,CRI,,AMRO,2023.0,,RV-1 (Rotavirus 1-valent) vaccine,,,,NATIONAL,,
1761,CRI,,AMRO,2023.0,,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,,,,NATIONAL,,
1768,CRI,,AMRO,2023.0,,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",,,,NATIONAL,,
1770,CRI,,AMRO,2023.0,,"Tdap-IPV (Tetanus, diphtheria for older children and adults, acellular pertussis and IPV) vaccine",,,,NATIONAL,,
1771,CRI,,AMRO,2023.0,,Varicella vaccine,,,,NATIONAL,,
1772,CUB,,AMRO,2023.0,,BCG (Baccille Calmette Guérin) vaccine,,,,NATIONAL,,
1773,CUB,,AMRO,2023.0,,"DT (Tetanus toxoid and diphtheria, children's dose) vaccine",,,,NATIONAL,,
1774,CUB,,AMRO,2023.0,,DTwP (Whole cell) vaccine,,,,NATIONAL,,
1778,CUB,,AMRO,2023.0,,DTwP-Hib-HepB (Whole cell) vaccine,,,,NATIONAL,,
1782,CUB,,AMRO,2023.0,,Adult Hepatitis B vaccine,,,,NATIONAL,,
1785,CUB,,AMRO,2023.0,,Pediatric Hepatitis B vaccine,,,,NATIONAL,,
1789,CUB,,AMRO,2023.0,,Hib (Haemophilus influenzae type B) vaccine,,,,NATIONAL,,
1793,CUB,,AMRO,2023.0,,Adult seasonal influenza vaccine,,,,NATIONAL,,
1797,CUB,,AMRO,2023.0,,Pediatric seasonal influenza vaccine,,,,NATIONAL,,
1800,CUB,,AMRO,2023.0,,IPVf (Inactivated polio vaccine fractional dose),,,,NATIONAL,,
1802,CUB,,AMRO,2023.0,,Leptospirosis,,,,NATIONAL,,
1803,CUB,,AMRO,2023.0,,Meningococcal BC vaccine,,,,NATIONAL,,
1805,CUB,,AMRO,2023.0,,"MMR (Measles, mumps and rubella) vaccine",,,,NATIONAL,,
1807,CUB,,AMRO,2023.0,,OPV (Oral polio vaccine),,,,NATIONAL,,
1811,CUB,,AMRO,2023.0,,TT (Tetanus toxoid) vaccine,,,,NATIONAL,,
1817,CUB,,AMRO,2023.0,,Typhoid polysaccharide vaccine,,,,NATIONAL,,
1821,CUW,,AMRO,2019.0,,"DT (Tetanus toxoid and diphtheria, children's dose) vaccine",,,,NATIONAL,,
1822,CUW,,AMRO,2019.0,,DTwP-Hib-HepB (Whole cell) vaccine,,,,NATIONAL,,
1826,CUW,,AMRO,2019.0,,Adult Hepatitis B vaccine,,,,NATIONAL,,
1832,CUW,,AMRO,2019.0,,Adult seasonal influenza vaccine,,,,NATIONAL,,
1833,CUW,,AMRO,2019.0,,IPV (Inactivated polio vaccine),,,,NATIONAL,,
1834,CUW,,AMRO,2019.0,,"MMR (Measles, mumps and rubella) vaccine",,,,NATIONAL,,
1836,CUW,,AMRO,2019.0,,OPV (Oral polio vaccine),,,,NATIONAL,,
1840,CUW,,AMRO,2019.0,,PCV-10 (Pneumococcal conjugate vaccine 10-valent) vaccine,,,,NATIONAL,,
1843,CUW,,AMRO,2019.0,,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,,,,NATIONAL,,
1844,CUW,,AMRO,2019.0,,YF (Yellow fever) vaccine,,,,NATIONAL,,
1845,CYM,,AMRO,2023.0,,BCG (Baccille Calmette Guérin) vaccine,,,,NATIONAL,,
1846,CYM,,AMRO,2023.0,,DTaP-Hib-IPV (acellular) vaccine,,,,NATIONAL,,
1850,CYM,,AMRO,2023.0,,DTaP-IPV (acellular) vaccine,,,,NATIONAL,,
1851,CYM,,AMRO,2023.0,,Adult Hepatitis A vaccine,,,,NATIONAL,,
1853,CYM,,AMRO,2023.0,,"Hepatitis A, Hepatitis B vaccine",,,,NATIONAL,,
1856,CYM,,AMRO,2023.0,,Pediatric Hepatitis A vaccine,,,,NATIONAL,,
1860,CYM,,AMRO,2023.0,,Adult Hepatitis B vaccine,,,,NATIONAL,,
1866,CYM,,AMRO,2023.0,,Pediatric Hepatitis B vaccine,,,,NATIONAL,,
1869,CYM,,AMRO,2023.0,,HPV-4 (Human Papilloma Virus 4-valent) vaccine,,,,NATIONAL,,
1871,CYM,,AMRO,2023.0,,Adult seasonal influenza vaccine,,,,NATIONAL,,
1875,CYM,,AMRO,2023.0,,Pediatric seasonal influenza vaccine,,,,NATIONAL,,
1878,CYM,,AMRO,2023.0,,IPV (Inactivated polio vaccine),,,,NATIONAL,,
1879,CYM,,AMRO,2023.0,,Meningococcal ACYW conjugate vaccine,,,,NATIONAL,,
1880,CYM,,AMRO,2023.0,,"MMR (Measles, mumps and rubella) vaccine",,,,NATIONAL,,
1882,CYM,,AMRO,2023.0,,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,,,,NATIONAL,,
1887,CYM,,AMRO,2023.0,,RV-1 (Rotavirus 1-valent) vaccine,,,,NATIONAL,,
1889,CYM,,AMRO,2023.0,,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,,,,NATIONAL,,
1893,CYM,,AMRO,2023.0,,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",,,,NATIONAL,,
1895,CYM,,AMRO,2023.0,,Varicella vaccine,,,,NATIONAL,,
1897,CYM,,AMRO,2023.0,,YF (Yellow fever) vaccine,,,,NATIONAL,,
1898,CYM,,AMRO,2023.0,,Shingles (Herpes zoster for older adults) vaccine,,,,NATIONAL,,
1902,CYP,,EURO,2023.0,,BCG (Baccille Calmette Guérin) vaccine,,,,NATIONAL,,
1903,CYP,,EURO,2023.0,,DTaP-IPV (acellular) vaccine,,,,NATIONAL,,
1908,CYP,,EURO,2023.0,,Adult Hepatitis A vaccine,,,,NATIONAL,,
1909,CYP,,EURO,2023.0,,Pediatric Hepatitis A vaccine,,,,NATIONAL,,
1911,CYP,,EURO,2023.0,,Adult Hepatitis B vaccine,,,,NATIONAL,,
1912,CYP,,EURO,2023.0,,Pediatric Hepatitis B vaccine,,,,NATIONAL,,
1915,CYP,,EURO,2023.0,,Hib (Haemophilus influenzae type B) vaccine,,,,NATIONAL,,
1919,CYP,,EURO,2023.0,,HPV-9 (Human Papilloma Virus 9-valent) vaccine,,,,NATIONAL,,
1921,CYP,,EURO,2023.0,,Adult seasonal influenza vaccine,,,,NATIONAL,,
1925,CYP,,EURO,2023.0,,Pediatric seasonal influenza vaccine,,,,NATIONAL,,
1927,CYP,,EURO,2023.0,,IPV (Inactivated polio vaccine),,,,NATIONAL,,
1928,CYP,,EURO,2023.0,,Meningococcal ACYW conjugate vaccine,,,,NATIONAL,,
1929,CYP,,EURO,2023.0,,"MMR (Measles, mumps and rubella) vaccine",,,,NATIONAL,,
1931,CYP,,EURO,2023.0,,PCV-10 (Pneumococcal conjugate vaccine 10-valent) vaccine,,,,NATIONAL,,
1934,CYP,,EURO,2023.0,,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,,,,NATIONAL,,
1937,CYP,,EURO,2023.0,,PPV-23 (Pneumococcal polysaccharide 23 valent) vaccine,,,,NATIONAL,,
1938,CYP,,EURO,2023.0,,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,,,,NATIONAL,,
1944,CYP,,EURO,2023.0,,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",,,,NATIONAL,,
1947,CYP,,EURO,2023.0,,Typhoid polysaccharide vaccine,,,,NATIONAL,,
1948,CYP,,EURO,2023.0,,Varicella vaccine,,,,NATIONAL,,
1950,CYP,,EURO,2023.0,,YF (Yellow fever) vaccine,,,,NATIONAL,,
1951,CZE,,EURO,2023.0,,BCG (Baccille Calmette Guérin) vaccine,,,,NATIONAL,,
1952,CZE,,EURO,2023.0,,DTaP (acellular) vaccine,,,,NATIONAL,,
1953,CZE,,EURO,2023.0,,DTaP-Hib-HepB-IPV (acellular) vaccine,,,,NATIONAL,,
1956,CZE,,EURO,2023.0,,Pediatric Hepatitis B vaccine,,,,NATIONAL,,
1957,CZE,,EURO,2023.0,,HPV-2 (Human Papilloma Virus 2-valent) vaccine,,,,NATIONAL,,
1959,CZE,,EURO,2023.0,,HPV-4 (Human Papilloma Virus 4-valent) vaccine,,,,NATIONAL,,
1961,CZE,,EURO,2023.0,,Adult seasonal influenza vaccine,,,,NATIONAL,,
1965,CZE,,EURO,2023.0,,Pediatric seasonal influenza vaccine,,,,NATIONAL,,
1966,CZE,,EURO,2023.0,,"MMR (Measles, mumps and rubella) vaccine",,,,NATIONAL,,
1968,CZE,,EURO,2023.0,,"Tdap-IPV (Tetanus, diphtheria for older children and adults, acellular pertussis and IPV) vaccine",,,,NATIONAL,,
1969,CZE,,EURO,2023.0,,TT (Tetanus toxoid) vaccine,,,,NATIONAL,,
1971,DEU,,EURO,2023.0,,DTaP-Hib-HepB-IPV (acellular) vaccine,,,,NATIONAL,,
1976,DEU,,EURO,2023.0,,Adult Hepatitis A vaccine,,,,NATIONAL,,
1978,DEU,,EURO,2023.0,,Pediatric Hepatitis A vaccine,,,,NATIONAL,,
1979,DEU,,EURO,2023.0,,Adult Hepatitis B vaccine,,,,NATIONAL,,
1981,DEU,,EURO,2023.0,,Pediatric Hepatitis B vaccine,,,,NATIONAL,,
1982,DEU,,EURO,2023.0,,Hib (Haemophilus influenzae type B) vaccine,,,,NATIONAL,,
1983,DEU,,EURO,2023.0,,HPV-2 (Human Papilloma Virus 2-valent) vaccine,,,,NATIONAL,,
1986,DEU,,EURO,2023.0,,HPV-4 (Human Papilloma Virus 4-valent) vaccine,,,,NATIONAL,,
1989,DEU,,EURO,2023.0,,HPV-9 (Human Papilloma Virus 9-valent) vaccine,,,,NATIONAL,,
1992,DEU,,EURO,2023.0,,Adult seasonal influenza vaccine,,,,NATIONAL,,
1996,DEU,,EURO,2023.0,,Pediatric seasonal influenza vaccine,,,,NATIONAL,,
1997,DEU,,EURO,2023.0,,Meningococcal ACYW conjugate vaccine,,,,NATIONAL,,
1998,DEU,,EURO,2023.0,,Meningococcal B vaccine,,,,NATIONAL,,
1999,DEU,,EURO,2023.0,,Meningococcal C conjugate vaccine,,,,NATIONAL,,
2001,DEU,,EURO,2023.0,,"MMR (Measles, mumps and rubella) vaccine",,,,NATIONAL,,
2006,DEU,,EURO,2023.0,,"MMRV (Measles, mumps, rubella and varicella) vaccine",,,,NATIONAL,,
2008,DEU,,EURO,2023.0,,Mpox (monkeypox) vaccine,,,,NATIONAL,,
2010,DEU,,EURO,2023.0,,PCV-15 (Pneumococcal conjugate vaccine 15-valent) vaccine,,,,NATIONAL,,
2011,DEU,,EURO,2023.0,,PCV-10 (Pneumococcal conjugate vaccine 10-valent) vaccine,,,,NATIONAL,,
2016,DEU,,EURO,2023.0,,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,,,,NATIONAL,,
2021,DEU,,EURO,2023.0,,PCV-20 (Pneumococcal conjugate vaccine 20-valent) vaccine,,,,NATIONAL,,
2023,DEU,,EURO,2023.0,,PPV-23 (Pneumococcal polysaccharide 23 valent) vaccine,,,,NATIONAL,,
2024,DEU,,EURO,2023.0,,RV-1 (Rotavirus 1-valent) vaccine,,,,NATIONAL,,
2027,DEU,,EURO,2023.0,,RV-5 (Rotavirus 5-valent) vaccine,,,,NATIONAL,,
2031,DEU,,EURO,2023.0,,Adult TBE (tick borne encephalitis) vaccine,,,,SUBNATIONAL,,
2033,DEU,,EURO,2023.0,,Pediatric TBE (tick borne encephalitis) vaccine,,,,SUBNATIONAL,,
2035,DEU,,EURO,2023.0,,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,,,,NATIONAL,,
2036,DEU,,EURO,2023.0,,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",,,,NATIONAL,,
2040,DEU,,EURO,2023.0,,"Tdap-IPV (Tetanus, diphtheria for older children and adults, acellular pertussis and IPV) vaccine",,,,NATIONAL,,
2042,DEU,,EURO,2023.0,,Varicella vaccine,,,,NATIONAL,,
2046,DEU,,EURO,2023.0,,Shingles (Herpes zoster for older adults) vaccine,,,,NATIONAL,,
2049,DJI,,EMRO,2023.0,,BCG (Baccille Calmette Guérin) vaccine,,,,NATIONAL,,
2050,DJI,,EMRO,2023.0,,DTwP (Whole cell) vaccine,,,,NATIONAL,,
2051,DJI,,EMRO,2023.0,,DTwP-Hib-HepB (Whole cell) vaccine,,,,NATIONAL,,
2054,DJI,,EMRO,2023.0,,Pediatric Hepatitis B vaccine,,,,NATIONAL,,
2055,DJI,,EMRO,2023.0,,IPV (Inactivated polio vaccine),,,,NATIONAL,,
2056,DJI,,EMRO,2023.0,,Measles vaccine,,,,NATIONAL,,
2058,DJI,,EMRO,2023.0,,OPV (Oral polio vaccine),,,,NATIONAL,,
2063,DJI,,EMRO,2023.0,,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,,,,NATIONAL,,
2066,DJI,,EMRO,2023.0,,RV-1 (Rotavirus 1-valent) vaccine,,,,NATIONAL,,
2068,DJI,,EMRO,2023.0,,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,,,,NATIONAL,,
2073,DJI,,EMRO,2023.0,,Vitamin A supplements,,,,NATIONAL,,
2075,DMA,,AMRO,2023.0,,BCG (Baccille Calmette Guérin) vaccine,,,,NATIONAL,,
2076,DMA,,AMRO,2023.0,,"DT (Tetanus toxoid and diphtheria, children's dose) vaccine",,,,NATIONAL,,
2081,DMA,,AMRO,2023.0,,DTwP (Whole cell) vaccine,,,,NATIONAL,,
2083,DMA,,AMRO,2023.0,,DTwP-Hib-HepB (Whole cell) vaccine,,,,NATIONAL,,
2086,DMA,,AMRO,2023.0,,Adult Hepatitis B vaccine,,,,NATIONAL,,
2092,DMA,,AMRO,2023.0,,Pediatric Hepatitis B vaccine,,,,NATIONAL,,
2093,DMA,,AMRO,2023.0,,HPV-4 (Human Papilloma Virus 4-valent) vaccine,,,,NATIONAL,,
2094,DMA,,AMRO,2023.0,,Adult seasonal influenza vaccine,,,,NATIONAL,,
2098,DMA,,AMRO,2023.0,,Pediatric seasonal influenza vaccine,,,,NATIONAL,,
2101,DMA,,AMRO,2023.0,,IPV (Inactivated polio vaccine),,,,NATIONAL,,
2103,DMA,,AMRO,2023.0,,"MMR (Measles, mumps and rubella) vaccine",,,,NATIONAL,,
2105,DMA,,AMRO,2023.0,,OPV (Oral polio vaccine),,,,NATIONAL,,
2109,DMA,,AMRO,2023.0,,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,,,,NATIONAL,,
2119,DMA,,AMRO,2023.0,,YF (Yellow fever) vaccine,,,,NATIONAL,,
2120,DNK,,EURO,2023.0,,DTaP-Hib-IPV (acellular) vaccine,,,,NATIONAL,,
2123,DNK,,EURO,2023.0,,DTaP-IPV (acellular) vaccine,,,,NATIONAL,,
2124,DNK,,EURO,2023.0,,Adult Hepatitis B vaccine,,,,NATIONAL,,
2127,DNK,,EURO,2023.0,,Pediatric Hepatitis B vaccine,,,,NATIONAL,,
2131,DNK,,EURO,2023.0,,HPV-9 (Human Papilloma Virus 9-valent) vaccine,,,,NATIONAL,,
2134,DNK,,EURO,2023.0,,Adult seasonal influenza vaccine,,,,NATIONAL,,
2138,DNK,,EURO,2023.0,,Pediatric seasonal influenza vaccine,,,,NATIONAL,,
2140,DNK,,EURO,2023.0,,"MMR (Measles, mumps and rubella) vaccine",,,,NATIONAL,,
2143,DNK,,EURO,2023.0,,Mpox (monkeypox) vaccine,,,,NATIONAL,,
2145,DNK,,EURO,2023.0,,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,,,,NATIONAL,,
2149,DNK,,EURO,2023.0,,PCV-20 (Pneumococcal conjugate vaccine 20-valent) vaccine,,,,NATIONAL,,
2150,DNK,,EURO,2023.0,,PPV-23 (Pneumococcal polysaccharide 23 valent) vaccine,,,,NATIONAL,,
2152,DNK,,EURO,2023.0,,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",,,,NATIONAL,,
2153,DOM,,AMRO,2023.0,,BCG (Baccille Calmette Guérin) vaccine,,,,NATIONAL,,
2154,DOM,,AMRO,2023.0,,DTwP (Whole cell) vaccine,,,,NATIONAL,,
2159,DOM,,AMRO,2023.0,,DTwP-Hib-HepB (Whole cell) vaccine,,,,NATIONAL,,
2162,DOM,,AMRO,2023.0,,Adult Hepatitis B vaccine,,,,NATIONAL,,
2168,DOM,,AMRO,2023.0,,Pediatric Hepatitis B vaccine,,,,NATIONAL,,
2169,DOM,,AMRO,2023.0,,HPV-4 (Human Papilloma Virus 4-valent) vaccine,,,,NATIONAL,,
2170,DOM,,AMRO,2023.0,,Adult seasonal influenza vaccine,,,,NATIONAL,,
2174,DOM,,AMRO,2023.0,,Pediatric seasonal influenza vaccine,,,,NATIONAL,,
2177,DOM,,AMRO,2023.0,,IPV (Inactivated polio vaccine),,,,NATIONAL,,
2180,DOM,,AMRO,2023.0,,Meningococcal ACYW conjugate vaccine,,,,NATIONAL,,
2182,DOM,,AMRO,2023.0,,"MMR (Measles, mumps and rubella) vaccine",,,,NATIONAL,,
2184,DOM,,AMRO,2023.0,,MR (Measles and rubella) vaccine,,,,NATIONAL,,
2185,DOM,,AMRO,2023.0,,OPV (Oral polio vaccine),,,,NATIONAL,,
2187,DOM,,AMRO,2023.0,,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,,,,NATIONAL,,
2190,DOM,,AMRO,2023.0,,Rabies vaccine,,,,NATIONAL,,
2195,DOM,,AMRO,2023.0,,RV-1 (Rotavirus 1-valent) vaccine,,,,NATIONAL,,
2197,DOM,,AMRO,2023.0,,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,,,,NATIONAL,,
2210,DOM,,AMRO,2023.0,,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",,,,NATIONAL,,
2211,DOM,,AMRO,2023.0,,YF (Yellow fever) vaccine,,,,NATIONAL,,
2212,DZA,,AFRO,2023.0,,BCG (Baccille Calmette Guérin) vaccine,,,,NATIONAL,,
2213,DZA,,AFRO,2023.0,,DTaP-Hib-HepB-IPV (acellular) vaccine,,,,NATIONAL,,
2216,DZA,,AFRO,2023.0,,DTaP-IPV (acellular) vaccine,,,,NATIONAL,,
2217,DZA,,AFRO,2023.0,,Pediatric Hepatitis B vaccine,,,,NATIONAL,,
2218,DZA,,AFRO,2023.0,,Adult seasonal influenza vaccine,,,,NATIONAL,,
2222,DZA,,AFRO,2023.0,,Pediatric seasonal influenza vaccine,,,,NATIONAL,,
2223,DZA,,AFRO,2023.0,,"MMR (Measles, mumps and rubella) vaccine",,,,NATIONAL,,
2225,DZA,,AFRO,2023.0,,OPV (Oral polio vaccine),,,,NATIONAL,,
2228,DZA,,AFRO,2023.0,,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,,,,NATIONAL,,
2231,DZA,,AFRO,2023.0,,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,,,,NATIONAL,,
2233,ECU,,AMRO,2023.0,,BCG (Baccille Calmette Guérin) vaccine,,,,NATIONAL,,
2234,ECU,,AMRO,2023.0,,DTwP (Whole cell) vaccine,,,,NATIONAL,,
2236,ECU,,AMRO,2023.0,,DTwP-Hib-HepB (Whole cell) vaccine,,,,NATIONAL,,
2239,ECU,,AMRO,2023.0,,Adult Hepatitis B vaccine,,,,NATIONAL,,
2245,ECU,,AMRO,2023.0,,Pediatric Hepatitis B vaccine,,,,NATIONAL,,
2249,ECU,,AMRO,2023.0,,HPV-2 (Human Papilloma Virus 2-valent) vaccine,,,,NATIONAL,,
2251,ECU,,AMRO,2023.0,,Adult seasonal influenza vaccine,,,,NATIONAL,,
2255,ECU,,AMRO,2023.0,,Pediatric seasonal influenza vaccine,,,,NATIONAL,,
2257,ECU,,AMRO,2023.0,,IPVf (Inactivated polio vaccine fractional dose),,,,NATIONAL,,
2260,ECU,,AMRO,2023.0,,"MMR (Measles, mumps and rubella) vaccine",,,,NATIONAL,,
2264,ECU,,AMRO,2023.0,,MR (Measles and rubella) vaccine,,,,NATIONAL,,
2265,ECU,,AMRO,2023.0,,OPV (Oral polio vaccine),,,,NATIONAL,,
2271,ECU,,AMRO,2023.0,,PCV-10 (Pneumococcal conjugate vaccine 10-valent) vaccine,,,,NATIONAL,,
2274,ECU,,AMRO,2023.0,,RV-1 (Rotavirus 1-valent) vaccine,,,,NATIONAL,,
2276,ECU,,AMRO,2023.0,,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,,,,NATIONAL,,
2292,ECU,,AMRO,2023.0,,Varicella vaccine,,,,NATIONAL,,
2293,ECU,,AMRO,2023.0,,Vitamin A supplements,,,,NATIONAL,,
2295,ECU,,AMRO,2023.0,,YF (Yellow fever) vaccine,,,,NATIONAL,,
2296,EGY,,EMRO,2023.0,,BCG (Baccille Calmette Guérin) vaccine,,,,NATIONAL,,
2297,EGY,,EMRO,2023.0,,"DT (Tetanus toxoid and diphtheria, children's dose) vaccine",,,,NATIONAL,,
2301,EGY,,EMRO,2023.0,,DTwP (Whole cell) vaccine,,,,NATIONAL,,
